REPORT_NUM,EVENT_PROPERTY_NAME,EVENT_TYPE_ID,EVENT_TYPE_NAME,EVENT_SRC_NAME,DISTRICT_ID,INTIME_ARCHIVE_NUM,SUB_TYPE_ID,DISTRICT_NAME,COMMUNITY_ID,REC_ID,STREET_ID,OVERTIME_ARCHIVE_NUM,OPERATE_NUM,DISPOSE_UNIT_ID,STREET_NAME,CREATE_TIME,EVENT_SRC_ID,INTIME_TO_ARCHIVE_NUM,SUB_TYPE_NAME,EVENT_PROPERTY_ID,OCCUR_PLACE,COMMUNITY_NAME,DISPOSE_UNIT_NAME,MAIN_TYPE_NAME,MAIN_TYPE_ID
1,投诉,1,安全隐患,政府信箱,1,1,291,坪山区,10002,125874,100,0,1,1555,碧岭街道,2018/11/27 14:25,104,0,房屋质量安全隐患,2,-,汤坑社区,住房和建设局,建设工程质量,49
1,建议,7,交通运输,@坪山,1,0,681,坪山区,10012,125878,104,1,1,1889,坪山街道,2018/11/27 14:29,103,0,公共交通管理,4,-,六和社区,坪山交通运输局,公共交通管理,193
1,投诉,7,交通运输,@坪山,1,1,674,坪山区,10012,125896,104,0,1,1646,坪山街道,2018/11/27 14:41,103,0,道路规划建设,2,-,六和社区,建筑工务局,道路规划建设,189
1,投诉,3,环保水务,@坪山,1,1,472,坪山区,10004,125902,102,0,1,1920,马峦街道,2018/11/27 14:47,103,0,机动车噪声,2,-,坪环社区,市交警支队坪山大队,交通运输噪声,136
1,投诉,5,市容环卫,美丽深圳,1,1,591,坪山区,10016,125908,104,0,1,1583,坪山街道,2018/11/27 14:52,102,0,绿化带养护,2,-,和平社区,城市管理局,绿化养护,176
1,投诉,5,市容环卫,美丽深圳,1,1,615,坪山区,10016,125917,104,0,1,8484,坪山街道,2018/11/27 15:02,102,0,乱堆物堆料,2,-,和平社区,坪山街道综合执法队（坪山街道办事处）,其他市容违法行为或影响市容事件,181
1,投诉,5,市容环卫,美丽深圳,1,1,591,坪山区,10005,125918,104,0,1,1756,坪山街道,2018/11/27 15:02,102,0,绿化带养护,2,-,坪山社区,坪山社区（坪山街道办事处）,绿化养护,176
1,投诉,11,教育卫生,12345,1,1,1011,坪山区,10020,125923,101,0,1,1565,龙田街道,2018/11/27 15:14,13,0,计划生育服务管理,2,-,龙田社区,卫生和计划生育局,人口计生,1009
1,投诉,5,市容环卫,美丽深圳,1,1,611,坪山区,10007,125925,104,0,1,8484,坪山街道,2018/11/27 15:22,102,0,悬挂横幅标语、,2,-,六联社区,坪山街道综合执法队（坪山街道办事处）,宣传广告违法行为,180
1,投诉,1,安全隐患,固话投诉,1,1,292,坪山区,10008,125926,103,0,1,1536,石井街道,2018/11/27 15:27,106,0,施工安全隐患,2,-,田头社区,环境保护和水务局,建设工程质量,49
1,投诉,5,市容环卫,美丽深圳,1,1,589,坪山区,10019,125927,105,0,1,1583,坑梓街道,2018/11/27 15:27,102,0,树木养护,2,-,金沙社区,城市管理局,绿化养护,176
1,投诉,3,环保水务,12345,1,1,466,坪山区,10008,125930,103,0,1,1536,石井街道,2018/11/27 15:30,13,0,商业经营红线外噪声,2,-,田头社区,环境保护和水务局,商业经营噪声,134
1,投诉,1,安全隐患,12345,1,1,292,坪山区,10005,125931,104,0,1,1536,坪山街道,2018/11/27 15:30,13,0,施工安全隐患,2,-,坪山社区,环境保护和水务局,建设工程质量,49
1,投诉,3,环保水务,12345,1,1,491,坪山区,10018,125932,101,0,1,1801,龙田街道,2018/11/27 15:30,13,0,垃圾臭味扰民,2,-,南布社区,市政服务中心（龙田街道办事处）,服务行业废气扰民,140
