REPORT_NUM,EVENT_PROPERTY_NAME,EVENT_TYPE_ID,EVENT_TYPE_NAME,EVENT_SRC_NAME,DISTRICT_ID,INTIME_ARCHIVE_NUM,SUB_TYPE_ID,DISTRICT_NAME,COMMUNITY_ID,REC_ID,STREET_ID,OVERTIME_ARCHIVE_NUM,OPERATE_NUM,DISPOSE_UNIT_ID,STREET_NAME,CREATE_TIME,EVENT_SRC_ID,INTIME_TO_ARCHIVE_NUM,SUB_TYPE_NAME,EVENT_PROPERTY_ID,OCCUR_PLACE,COMMUNITY_NAME,DISPOSE_UNIT_NAME,MAIN_TYPE_NAME,MAIN_TYPE_ID
1,投诉,4,规土城建,12345,1,1,960,坪山区,10007,114517,104,0,1,1751,坪山街道,2018/10/29 18:25,13,0,规划方案,2,-,六联社区,市政服务中心（坪山街道办事处）,城乡规划,161
1,投诉,5,市容环卫,美丽深圳,1,1,602,坪山区,10019,114519,105,0,1,1772,坑梓街道,2018/10/29 18:37,102,0,无照经营游商,2,-,金沙社区,城管办（坑梓街道办事处）,占道经营,178
1,建议,6,市政设施,12319,1,1,633,坪山区,10007,114520,104,0,1,1583,坪山街道,2018/10/29 18:48,12,0,路灯(灯光)井盖,4,-,六联社区,城市管理局,公用部件,185
1,咨询,5,市容环卫,12345,1,1,1161,坪山区,10021,114522,105,0,1,1920,坑梓街道,2018/10/29 18:57,13,0,城市管理,3,-,沙田社区,市交警支队坪山大队,市容城管,1159
1,投诉,3,环保水务,12345,1,1,742,坪山区,10018,114523,101,0,1,1536,龙田街道,2018/10/29 18:57,13,0,超时施工,2,-,南布社区,环境保护和水务局,建筑施工噪声,133
1,投诉,3,环保水务,12345,1,1,742,坪山区,10018,114524,101,0,1,1536,龙田街道,2018/10/29 18:57,13,0,超时施工,2,-,南布社区,环境保护和水务局,建筑施工噪声,133
1,投诉,3,环保水务,12345,1,1,742,坪山区,10018,114525,101,0,1,1536,龙田街道,2018/10/29 18:57,13,0,超时施工,2,-,南布社区,环境保护和水务局,建筑施工噪声,133
1,投诉,9,食药市监,12345,1,1,277,坪山区,10009,114526,100,0,1,1555,碧岭街道,2018/10/29 18:57,13,0,市场垄断,2,-,碧岭社区,住房和建设局,市场垄断,55
1,投诉,3,环保水务,12319,1,1,460,坪山区,10004,114531,102,0,1,1536,马峦街道,2018/10/29 19:34,12,0,工业红线内噪声,2,-,坪环社区,环境保护和水务局,工业噪声,132
1,建议,10,文体旅游,@坪山,1,1,1003,坪山区,10016,114532,104,0,1,1435,坪山街道,2018/10/29 19:45,103,0,精神文明建设,4,-,和平社区,区委宣传部（文体旅游局）,宣传舆论,1002
1,投诉,3,环保水务,@坪山,1,1,463,坪山区,10014,114533,101,0,1,1536,龙田街道,2018/10/29 19:52,103,0,施工噪音,2,-,老坑社区,环境保护和水务局,建筑施工噪声,133
1,投诉,7,交通运输,@坪山,1,1,681,坪山区,10014,114537,101,0,1,1889,龙田街道,2018/10/29 20:07,103,0,公共交通管理,2,-,老坑社区,坪山交通运输局,公共交通管理,193
1,投诉,7,交通运输,@坪山,1,1,681,坪山区,10014,114539,101,0,1,1889,龙田街道,2018/10/29 20:14,103,0,公共交通管理,2,-,老坑社区,坪山交通运输局,公共交通管理,193
1,投诉,5,市容环卫,@坪山,1,1,602,坪山区,10019,114540,105,0,1,1772,坑梓街道,2018/10/29 20:16,103,0,无照经营游商,2,-,金沙社区,城管办（坑梓街道办事处）,占道经营,178
1,投诉,5,市容环卫,@坪山,1,1,589,坪山区,10007,114543,104,0,1,1755,坪山街道,2018/10/29 20:36,103,0,树木养护,2,-,六联社区,六联社区（坪山街道办事处）,绿化养护,176
1,投诉,3,环保水务,12319,1,1,485,坪山区,10005,114549,104,0,1,1756,坪山街道,2018/10/29 21:50,12,0,住宅废气,2,-,坪山社区,坪山社区（坪山街道办事处）,工业、住宅废气扰民,139
1,投诉,3,环保水务,@坪山,1,1,472,坪山区,10013,114552,101,0,1,1920,龙田街道,2018/10/29 22:34,103,0,机动车噪声,2,-,竹坑社区,市交警支队坪山大队,交通运输噪声,136
